cbsa_id,scen_1_access,scen_2_access,scen_3_access,scen_4_access,scen_5_access,100pct_hc_access,0pct_hc_access
15940,0.137023726,0.364960299,0.585070334,0.535456107,0.748971033,1,0
15980,0.136328436,0.35911666,0.575159849,0.527419496,0.738500896,1,0
16020,0.144237921,0.385941855,0.620342284,0.56278679,0.788806155,1,0
16060,0.14471872,0.388799469,0.624271477,0.56725142,0.794536017,1,0
16180,0.139665225,0.374192436,0.599385922,0.547816647,0.766296665,1,0
16220,0.139781606,0.37440968,0.598615205,0.547913455,0.76494358,1,0
16300,0.140689396,0.373728382,0.599417614,0.545301151,0.762855388,1,0
16540,0.139692833,0.367124903,0.587734314,0.540023085,0.755303343,1,0
16580,0.138866629,0.369751618,0.592301119,0.540300867,0.754885933,1,0
16620,0.146574764,0.391614041,0.629011031,0.569674747,0.798165367,1,0
16700,0.126541217,0.335733858,0.536670897,0.498223156,0.696365471,1,0
16740,0.133183106,0.354100694,0.567635788,0.520730542,0.729772743,1,0
16820,0.122558905,0.322770762,0.516331874,0.481137969,0.673636902,1,0
16860,0.135776033,0.362995086,0.581926443,0.533149158,0.746388831,1,0
16940,0.123777049,0.32985279,0.528648948,0.494242395,0.692451035,1,0
16980,0.119524297,0.315476705,0.499922447,0.470262865,0.651872658,1,0
17020,0.119481844,0.321793061,0.51632669,0.482000973,0.676302318,1,0
17140,0.130127354,0.346039442,0.554025565,0.510183452,0.713042327,1,0
17300,0.13037779,0.349395179,0.563356478,0.517505568,0.728135382,1,0
17420,0.140479116,0.377080034,0.604739059,0.552724722,0.774128449,1,0
17460,0.131754272,0.349255284,0.557880704,0.51384687,0.716827436,1,0
17660,0.137034239,0.365949599,0.586558292,0.536454669,0.750261363,1,0
17780,0.124048225,0.333234154,0.534538671,0.496632129,0.696238283,1,0
17820,0.125193985,0.32982431,0.528215174,0.490122226,0.686513051,1,0
17860,0.13472772,0.361423469,0.579478961,0.531814984,0.744029181,1,0
